REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1990-09,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.363,,,,3
1990-09,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,37.551,,,,3
1990-09,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,51.854,,,,3
1990-09,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,17.243,,,,3
1990-09,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.281,,,,3
1990-09,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.198,,,,3
1990-09,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.764,,,,3
1990-09,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,27.423,,,,3
1990-10,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,146.593,,,,3
1990-10,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.892,,,,3
1990-10,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,4.251,,,,3
1990-10,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.508,,,,3
1990-10,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.835,,,,3
1990-10,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.298,,,,3
1990-10,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,44.373,,,,3
1990-10,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,45.517,,,,3
1990-10,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,15.006,,,,3
1990-10,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.042,,,,3
1990-10,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.257,,,,3
1990-10,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,11.707,,,,3
1990-10,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,27.805,,,,3
1990-11,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,143.505,,,,3
1990-11,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.9,,,,3
1990-11,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,4.213,,,,3
1990-11,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.604,,,,3
1990-11,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.637,,,,3
1990-11,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.446,,,,3
1990-11,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,48.416,,,,3
1990-11,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,41.548,,,,3
1990-11,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.216,,,,3
1990-11,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.697,,,,3
1990-11,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.695,,,,3
1990-11,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,12.824,,,,3
1990-11,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,23.425,,,,3
1990-12,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,142.41,,,,3
1990-12,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,13.507,,,,3
1990-12,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.963,,,,3
1990-12,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,1.276,,,,3
1990-12,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.924,,,,3
1990-12,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.344,,,,3
1990-12,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,52.247,,,,3
1990-12,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,39.887,,,,3
1990-12,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,13.22,,,,3
1990-12,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.977,,,,3
1990-12,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.604,,,,3
1990-12,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,10.639,,,,3
1990-12,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,23.549,,,,3
1991-01,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,118.887,,,,3
1991-01,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,9.374,,,,3
1991-01,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.33,,,,3
1991-01,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.509,,,,3
1991-01,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,3.95,,,,3
1991-01,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.585,,,,3
1991-01,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,34.912,,,,3
1991-01,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,43.179,,,,3
1991-01,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,13.422,,,,3
1991-01,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.745,,,,3
1991-01,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.044,,,,3
1991-01,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,8.633,,,,3
1991-01,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,18.0,,,,3
1991-02,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,117.926,,,,3
1991-02,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.18,,,,3
1991-02,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.187,,,,3
1991-02,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.593,,,,3
1991-02,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.601,,,,3
1991-02,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.799,,,,3
1991-02,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,41.402,,,,3
1991-02,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,32.688,,,,3
1991-02,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,13.162,,,,3
1991-02,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.732,,,,3
1991-02,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.758,,,,3
1991-02,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,8.672,,,,3
1991-02,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,20.494,,,,3
1991-03,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,118.066,,,,3
1991-03,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.908,,,,3
1991-03,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,1.617,,,,3
1991-03,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.492,,,,3
1991-03,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.286,,,,3
1991-03,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.513,,,,3
1991-03,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,41.045,,,,3
1991-03,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,33.468,,,,3
1991-03,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,11.359,,,,3
1991-03,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.283,,,,3
1991-03,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.897,,,,3
1991-03,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,8.179,,,,3
1991-03,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,21.286,,,,3
1991-04,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,133.898,,,,3
1991-04,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.91,,,,3
1991-04,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.633,,,,3
1991-04,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.853,,,,3
1991-04,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.783,,,,3
1991-04,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,1.641,,,,3
1991-04,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,42.244,,,,3
1991-04,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,43.894,,,,3
1991-04,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,13.885,,,,3
1991-04,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.224,,,,3
1991-04,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.079,,,,3
1991-04,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,11.582,,,,3
1991-04,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,21.965,,,,3
1991-05,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,151.871,,,,3
1991-05,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,10.821,,,,3
1991-05,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.454,,,,3
1991-05,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.762,,,,3
1991-05,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.921,,,,3
1991-05,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.684,,,,3
1991-05,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,43.036,,,,3
1991-05,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,44.305,,,,3
1991-05,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,15.759,,,,3
1991-05,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.193,,,,3
1991-05,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.074,,,,3
1991-05,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.492,,,,3
1991-05,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,37.95,,,,3
1991-06,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,158.414,,,,3
1991-06,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,8.917,,,,3
1991-06,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.232,,,,3
1991-06,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.879,,,,3
1991-06,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,2.786,,,,3
1991-06,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,2.02,,,,3
1991-06,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,36.211,,,,3
1991-06,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,59.821,,,,3
1991-06,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.044,,,,3
1991-06,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.632,,,,3
1991-06,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.929,,,,3
1991-06,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.483,,,,3
1991-06,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,37.421,,,,3
1991-07,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,179.917,,,,3
1991-07,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.99,,,,3
1991-07,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.151,,,,3
1991-07,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.668,,,,3
1991-07,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.114,,,,3
1991-07,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.057,,,,3
1991-07,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,42.494,,,,3
1991-07,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,66.782,,,,3
1991-07,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,17.688,,,,3
1991-07,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,3.629,,,,3
1991-07,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.181,,,,3
1991-07,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,12.878,,,,3
1991-07,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,40.963,,,,3
1991-08,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,177.579,,,,3
1991-08,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,14.343,,,,3
1991-08,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,3.227,,,,3
1991-08,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.322,,,,3
1991-08,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.766,,,,3
1991-08,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.028,,,,3
1991-08,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,46.468,,,,3
1991-08,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,67.146,,,,3
1991-08,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,17.611,,,,3
1991-08,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.699,,,,3
1991-08,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.555,,,,3
1991-08,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,14.357,,,,3
1991-08,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,32.011,,,,3
1991-09,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,171.803,,,,3
1991-09,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.634,,,,3
1991-09,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.861,,,,3
1991-09,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.389,,,,3
1991-09,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,6.152,,,,3
1991-09,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.232,,,,3
1991-09,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,47.897,,,,3
1991-09,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,63.382,,,,3
1991-09,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.847,,,,3
1991-09,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.699,,,,3
1991-09,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.774,,,,3
1991-09,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,13.374,,,,3
1991-09,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,31.043,,,,3
1991-10,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,191.851,,,,3
1991-10,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.694,,,,3
1991-10,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.692,,,,3
1991-10,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.508,,,,3
1991-10,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,5.071,,,,3
1991-10,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.423,,,,3
1991-10,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,65.713,,,,3
1991-10,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,51.472,,,,3
1991-10,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,18.227,,,,3
1991-10,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,2.44,,,,3
1991-10,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,1.052,,,,3
1991-10,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,14.735,,,,3
1991-10,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,44.745,,,,3
1991-11,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,173.188,,,,3
1991-11,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,11.412,,,,3
1991-11,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.6,,,,3
1991-11,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.723,,,,3
1991-11,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.9,,,,3
1991-11,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,3.189,,,,3
1991-11,Quebec,2016A000224,Units,300,thousands,3,v52300163,7,54.56,,,,3
1991-11,Ontario,2016A000235,Units,300,thousands,3,v52300164,8,55.139,,,,3
1991-11,Prairie provinces,2016A00014,Units,300,thousands,3,v52300165,9,16.685,,,,3
1991-11,Manitoba,2016A000246,Units,300,thousands,3,v52300166,10,1.407,,,,3
1991-11,Saskatchewan,2016A000247,Units,300,thousands,3,v52300167,11,0.863,,,,3
1991-11,Alberta,2016A000248,Units,300,thousands,3,v52300168,12,14.415,,,,3
1991-11,British Columbia,2016A000259,Units,300,thousands,3,v52300169,13,35.392,,,,3
1991-12,Canada,2016A000011124,Units,300,thousands,3,v52300157,1,165.677,,,,3
1991-12,Atlantic provinces,2016A00011,Units,300,thousands,3,v52300158,2,12.433,,,,3
1991-12,Newfoundland and Labrador,2016A000210,Units,300,thousands,3,v52300159,3,2.853,,,,3
1991-12,Prince Edward Island,2016A000211,Units,300,thousands,3,v52300160,4,0.326,,,,3
1991-12,Nova Scotia,2016A000212,Units,300,thousands,3,v52300161,5,4.722,,,,3
1991-12,New Brunswick,2016A000213,Units,300,thousands,3,v52300162,6,4.532,,,,3
